date,sales_total,year,month,dayofweek,is_month_end,is_payday
2013-01-01,2511.619,2013,1,1,False,False
2013-01-02,496092.4,2013,1,2,False,False
2013-01-03,361461.22,2013,1,3,False,False
2013-01-04,354459.7,2013,1,4,False,False
2013-01-05,477350.12,2013,1,5,False,False
2013-01-06,519695.4,2013,1,6,False,False
2013-01-07,336122.8,2013,1,0,False,False
2013-01-08,318347.78,2013,1,1,False,False
2013-01-09,302530.8,2013,1,2,False,False
2013-01-10,258982.0,2013,1,3,False,False
2013-01-11,289737.7,2013,1,4,False,False
2013-01-12,403258.22,2013,1,5,False,False
2013-01-13,464638.56,2013,1,6,False,False
2013-01-14,293348.38,2013,1,0,False,False
2013-01-15,299129.56,2013,1,1,False,True
2013-01-16,318347.9,2013,1,2,False,False
2013-01-17,267498.53,2013,1,3,False,False
2013-01-18,296130.84,2013,1,4,False,False
2013-01-19,432459.84,2013,1,5,False,False
2013-01-20,461092.38,2013,1,6,False,False
2013-01-21,311211.28,2013,1,0,False,False
2013-01-22,296214.72,2013,1,1,False,False
2013-01-23,283258.47,2013,1,2,False,False
2013-01-24,247245.69,2013,1,3,False,False
2013-01-25,290022.78,2013,1,4,False,False
2013-01-26,413799.78,2013,1,5,False,False
2013-01-27,430412.0,2013,1,6,False,False
2013-01-28,285460.16,2013,1,0,False,False
2013-01-29,264488.8,2013,1,1,False,False
2013-01-30,281061.12,2013,1,2,False,False
2013-01-31,271254.22,2013,1,3,True,True
2013-02-01,369402.06,2013,2,4,False,False
2013-02-02,518887.47,2013,2,5,False,False
2013-02-03,486336.8,2013,2,6,False,False
2013-02-04,344308.72,2013,2,0,False,False
2013-02-05,321245.84,2013,2,1,False,False
2013-02-06,321538.2,2013,2,2,False,False
2013-02-07,290807.53,2013,2,3,False,False
2013-02-08,347441.78,2013,2,4,False,False
2013-02-09,416176.28,2013,2,5,False,False
2013-02-10,300951.34,2013,2,6,False,False
2013-02-11,278627.6,2013,2,0,False,False
2013-02-12,308800.78,2013,2,1,False,False
2013-02-13,319597.94,2013,2,2,False,False
2013-02-14,308164.03,2013,2,3,False,False
2013-02-15,320168.88,2013,2,4,False,True
2013-02-16,485660.5,2013,2,5,False,False
2013-02-17,399588.9,2013,2,6,False,False
2013-02-18,350745.56,2013,2,0,False,False
2013-02-19,293637.8,2013,2,1,False,False
2013-02-20,313803.16,2013,2,2,False,False
2013-02-21,267711.1,2013,2,3,False,False
2013-02-22,285679.88,2013,2,4,False,False
2013-02-23,412897.34,2013,2,5,False,False
2013-02-24,452726.12,2013,2,6,False,False
2013-02-25,307110.88,2013,2,0,False,False
2013-02-26,270425.0,2013,2,1,False,False
2013-02-27,288402.0,2013,2,2,False,False
2013-02-28,278116.28,2013,2,3,True,True
2013-03-01,378898.16,2013,3,4,False,False
2013-03-02,547857.2,2013,3,5,False,False
2013-03-03,559820.56,2013,3,6,False,False
2013-03-04,383647.7,2013,3,0,False,False
2013-03-05,332190.0,2013,3,1,False,False
2013-03-06,335726.6,2013,3,2,False,False
2013-03-07,293099.53,2013,3,3,False,False
2013-03-08,316600.7,2013,3,4,False,False
2013-03-09,453259.5,2013,3,5,False,False
2013-03-10,461859.75,2013,3,6,False,False
2013-03-11,318379.12,2013,3,0,False,False
2013-03-12,271823.38,2013,3,1,False,False
2013-03-13,287869.66,2013,3,2,False,False
2013-03-14,247541.42,2013,3,3,False,False
2013-03-15,315878.1,2013,3,4,False,True
2013-03-16,482233.44,2013,3,5,False,False
2013-03-17,513439.6,2013,3,6,False,False
2013-03-18,330283.8,2013,3,0,False,False
2013-03-19,294020.25,2013,3,1,False,False
2013-03-20,321207.0,2013,3,2,False,False
2013-03-21,269130.12,2013,3,3,False,False
2013-03-22,304100.47,2013,3,4,False,False
2013-03-23,453192.0,2013,3,5,False,False
2013-03-24,449794.62,2013,3,6,False,False
2013-03-25,317559.62,2013,3,0,False,False
2013-03-26,275818.25,2013,3,1,False,False
2013-03-27,313691.16,2013,3,2,False,False
2013-03-28,339293.28,2013,3,3,False,False
2013-03-29,345513.12,2013,3,4,False,False
2013-03-30,452661.34,2013,3,5,False,False
2013-03-31,462107.62,2013,3,6,True,True
2013-04-01,428816.44,2013,4,0,False,False
2013-04-02,377732.8,2013,4,1,False,False
2013-04-03,373731.06,2013,4,2,False,False
2013-04-04,308738.38,2013,4,3,False,False
2013-04-05,336394.78,2013,4,4,False,False
2013-04-06,509424.22,2013,4,5,False,False
2013-04-07,519048.38,2013,4,6,False,False
2013-04-08,346649.8,2013,4,0,False,False
2013-04-09,306335.8,2013,4,1,False,False
2013-04-10,312846.38,2013,4,2,False,False
2013-04-11,303223.4,2013,4,3,False,False
2013-04-12,314394.97,2013,4,4,False,False
2013-04-13,453442.5,2013,4,5,False,False
2013-04-14,478417.16,2013,4,6,False,False
2013-04-15,338712.47,2013,4,0,False,True
2013-04-16,333431.88,2013,4,1,False,False
2013-04-17,334990.53,2013,4,2,False,False
2013-04-18,281924.5,2013,4,3,False,False
2013-04-19,311588.72,2013,4,4,False,False
2013-04-20,459884.84,2013,4,5,False,False
2013-04-21,485721.03,2013,4,6,False,False
2013-04-22,328886.3,2013,4,0,False,False
2013-04-23,302097.84,2013,4,1,False,False
2013-04-24,310555.2,2013,4,2,False,False
2013-04-25,268790.62,2013,4,3,False,False
2013-04-26,304413.56,2013,4,4,False,False
2013-04-27,446665.34,2013,4,5,False,False
2013-04-28,477623.47,2013,4,6,False,False
2013-04-29,328795.88,2013,4,0,False,False
2013-04-30,310186.47,2013,4,1,True,True
2013-05-01,507974.62,2013,5,2,False,False
2013-05-02,348709.47,2013,5,3,False,False
2013-05-03,374291.25,2013,5,4,False,False
2013-05-04,520339.53,2013,5,5,False,False
2013-05-05,580268.56,2013,5,6,False,False
2013-05-06,369869.38,2013,5,0,False,False
2013-05-07,317292.97,2013,5,1,False,False
2013-05-08,332477.4,2013,5,2,False,False
2013-05-09,305868.06,2013,5,3,False,False
2013-05-10,335937.44,2013,5,4,False,False
2013-05-11,512090.6,2013,5,5,False,False
2013-05-12,387860.5,2013,5,6,False,False
2013-05-13,350598.06,2013,5,0,False,False
2013-05-14,308469.3,2013,5,1,False,False
2013-05-15,329113.56,2013,5,2,False,True
2013-05-16,307556.94,2013,5,3,False,False
2013-05-17,330004.25,2013,5,4,False,False
2013-05-18,480969.56,2013,5,5,False,False
2013-05-19,518153.56,2013,5,6,False,False
2013-05-20,341787.22,2013,5,0,False,False
2013-05-21,307178.4,2013,5,1,False,False
2013-05-22,301785.47,2013,5,2,False,False
2013-05-23,289261.06,2013,5,3,False,False
2013-05-24,398389.25,2013,5,4,False,False
2013-05-25,417930.16,2013,5,5,False,False
2013-05-26,450631.4,2013,5,6,False,False
2013-05-27,321630.84,2013,5,0,False,False
2013-05-28,307329.16,2013,5,1,False,False
2013-05-29,309333.38,2013,5,2,False,False
2013-05-30,304344.84,2013,5,3,False,False
2013-05-31,330257.84,2013,5,4,True,True
2013-06-01,566901.8,2013,6,5,False,False
2013-06-02,637698.5,2013,6,6,False,False
2013-06-03,426332.1,2013,6,0,False,False
2013-06-04,369705.16,2013,6,1,False,False
2013-06-05,361791.1,2013,6,2,False,False
2013-06-06,317496.75,2013,6,3,False,False
2013-06-07,357673.1,2013,6,4,False,False
2013-06-08,466292.7,2013,6,5,False,False
2013-06-09,526804.75,2013,6,6,False,False
2013-06-10,349754.28,2013,6,0,False,False
2013-06-11,283858.22,2013,6,1,False,False
2013-06-12,320173.56,2013,6,2,False,False
2013-06-13,282886.9,2013,6,3,False,False
2013-06-14,326956.75,2013,6,4,False,False
2013-06-15,505950.66,2013,6,5,False,True
2013-06-16,435894.1,2013,6,6,False,False
2013-06-17,370944.28,2013,6,0,False,False
2013-06-18,320885.34,2013,6,1,False,False
2013-06-19,319235.25,2013,6,2,False,False
2013-06-20,293877.94,2013,6,3,False,False
2013-06-21,319722.7,2013,6,4,False,False
2013-06-22,446347.3,2013,6,5,False,False
2013-06-23,504964.84,2013,6,6,False,False
2013-06-24,336631.97,2013,6,0,False,False
2013-06-25,305119.53,2013,6,1,False,False
2013-06-26,301847.25,2013,6,2,False,False
2013-06-27,266525.47,2013,6,3,False,False
2013-06-28,324210.97,2013,6,4,False,False
2013-06-29,509379.1,2013,6,5,False,False
2013-06-30,533481.7,2013,6,6,True,True
2013-07-01,441758.38,2013,7,0,False,False
2013-07-02,390958.38,2013,7,1,False,False
2013-07-03,374551.9,2013,7,2,False,False
2013-07-04,327020.2,2013,7,3,False,False
2013-07-05,351401.5,2013,7,4,False,False
2013-07-06,479514.5,2013,7,5,False,False
2013-07-07,500606.06,2013,7,6,False,False
2013-07-08,365453.0,2013,7,0,False,False
2013-07-09,317279.16,2013,7,1,False,False
2013-07-10,314134.88,2013,7,2,False,False
2013-07-11,281750.94,2013,7,3,False,False
2013-07-12,308786.44,2013,7,4,False,False
2013-07-13,432569.1,2013,7,5,False,False
2013-07-14,438722.4,2013,7,6,False,False
2013-07-15,348803.03,2013,7,0,False,True
2013-07-16,335516.22,2013,7,1,False,False
2013-07-17,324313.8,2013,7,2,False,False
2013-07-18,287074.88,2013,7,3,False,False
2013-07-19,313332.56,2013,7,4,False,False
2013-07-20,435497.72,2013,7,5,False,False
2013-07-21,437952.62,2013,7,6,False,False
2013-07-22,342802.3,2013,7,0,False,False
2013-07-23,316257.47,2013,7,1,False,False
2013-07-24,309243.78,2013,7,2,False,False
2013-07-25,298074.22,2013,7,3,False,False
2013-07-26,318745.7,2013,7,4,False,False
2013-07-27,423890.5,2013,7,5,False,False
2013-07-28,433358.66,2013,7,6,False,False
2013-07-29,331493.28,2013,7,0,False,False
2013-07-30,318554.0,2013,7,1,False,False
2013-07-31,357982.97,2013,7,2,True,True
2013-08-01,397555.3,2013,8,3,False,False
2013-08-02,393831.12,2013,8,4,False,False
2013-08-03,516956.84,2013,8,5,False,False
2013-08-04,514267.28,2013,8,6,False,False
2013-08-05,407033.8,2013,8,0,False,False
2013-08-06,357263.84,2013,8,1,False,False
2013-08-07,351302.12,2013,8,2,False,False
2013-08-08,310953.03,2013,8,3,False,False
2013-08-09,337521.66,2013,8,4,False,False
2013-08-10,434184.94,2013,8,5,False,False
2013-08-11,434720.3,2013,8,6,False,False
2013-08-12,349539.22,2013,8,0,False,False
2013-08-13,317103.34,2013,8,1,False,False
2013-08-14,324377.38,2013,8,2,False,False
2013-08-15,311043.16,2013,8,3,False,True
2013-08-16,364487.3,2013,8,4,False,False
2013-08-17,448835.3,2013,8,5,False,False
2013-08-18,464053.78,2013,8,6,False,False
2013-08-19,362085.53,2013,8,0,False,False
2013-08-20,343046.12,2013,8,1,False,False
2013-08-21,335724.66,2013,8,2,False,False
2013-08-22,306473.25,2013,8,3,False,False
2013-08-23,331906.38,2013,8,4,False,False
2013-08-24,420576.16,2013,8,5,False,False
2013-08-25,443694.1,2013,8,6,False,False
2013-08-26,347159.66,2013,8,0,False,False
2013-08-27,319688.22,2013,8,1,False,False
2013-08-28,319322.06,2013,8,2,False,False
2013-08-29,294518.7,2013,8,3,False,False
2013-08-30,354932.94,2013,8,4,False,False
2013-08-31,523631.38,2013,8,5,True,True
2013-09-01,640406.25,2013,9,6,False,False
2013-09-02,458792.97,2013,9,0,False,False
2013-09-03,397680.4,2013,9,1,False,False
2013-09-04,392565.5,2013,9,2,False,False
2013-09-05,330622.78,2013,9,3,False,False
2013-09-06,335442.25,2013,9,4,False,False
2013-09-07,518584.25,2013,9,5,False,False
2013-09-08,560852.0,2013,9,6,False,False
2013-09-09,377151.72,2013,9,0,False,False
2013-09-10,308074.47,2013,9,1,False,False
2013-09-11,323124.62,2013,9,2,False,False
2013-09-12,282855.72,2013,9,3,False,False
2013-09-13,319556.94,2013,9,4,False,False
2013-09-14,476364.0,2013,9,5,False,False
2013-09-15,532852.94,2013,9,6,False,True
2013-09-16,373229.84,2013,9,0,False,False
2013-09-17,327282.94,2013,9,1,False,False
2013-09-18,315687.72,2013,9,2,False,False
2013-09-19,279580.38,2013,9,3,False,False
2013-09-20,331846.9,2013,9,4,False,False
2013-09-21,468298.38,2013,9,5,False,False
2013-09-22,502068.7,2013,9,6,False,False
2013-09-23,356043.03,2013,9,0,False,False
2013-09-24,303333.4,2013,9,1,False,False
2013-09-25,312490.1,2013,9,2,False,False
2013-09-26,273057.88,2013,9,3,False,False
2013-09-27,320246.56,2013,9,4,False,False
2013-09-28,484903.7,2013,9,5,False,False
2013-09-29,522868.44,2013,9,6,False,False
2013-09-30,367068.44,2013,9,0,True,True
2013-10-01,436441.03,2013,10,1,False,False
2013-10-02,414455.66,2013,10,2,False,False
2013-10-03,348933.25,2013,10,3,False,False
2013-10-04,378109.97,2013,10,4,False,False
2013-10-05,540156.6,2013,10,5,False,False
2013-10-06,553031.44,2013,10,6,False,False
2013-10-07,373387.1,2013,10,0,False,False
2013-10-08,326726.72,2013,10,1,False,False
2013-10-09,322529.4,2013,10,2,False,False
2013-10-10,305047.1,2013,10,3,False,False
2013-10-11,402913.84,2013,10,4,False,False
2013-10-12,426379.7,2013,10,5,False,False
2013-10-13,481781.25,2013,10,6,False,False
2013-10-14,342694.72,2013,10,0,False,False
2013-10-15,305242.56,2013,10,1,False,True
2013-10-16,355696.97,2013,10,2,False,False
2013-10-17,312949.4,2013,10,3,False,False
2013-10-18,323327.88,2013,10,4,False,False
2013-10-19,488245.56,2013,10,5,False,False
2013-10-20,537713.5,2013,10,6,False,False
2013-10-21,348721.3,2013,10,0,False,False
2013-10-22,301641.78,2013,10,1,False,False
2013-10-23,323105.12,2013,10,2,False,False
2013-10-24,276059.1,2013,10,3,False,False
2013-10-25,317570.44,2013,10,4,False,False
2013-10-26,452902.38,2013,10,5,False,False
2013-10-27,512891.5,2013,10,6,False,False
2013-10-28,346941.9,2013,10,0,False,False
2013-10-29,302333.0,2013,10,1,False,False
2013-10-30,319494.72,2013,10,2,False,False
2013-10-31,298195.44,2013,10,3,True,True
2013-11-01,403637.22,2013,11,4,False,False
2013-11-02,540615.56,2013,11,5,False,False
2013-11-03,602796.56,2013,11,6,False,False
2013-11-04,424314.16,2013,11,0,False,False
2013-11-05,393322.2,2013,11,1,False,False
2013-11-06,386426.97,2013,11,2,False,False
2013-11-07,346293.34,2013,11,3,False,False
2013-11-08,358473.97,2013,11,4,False,False
2013-11-09,513850.3,2013,11,5,False,False
2013-11-10,587666.5,2013,11,6,False,False
2013-11-11,374087.9,2013,11,0,False,False
2013-11-12,373277.75,2013,11,1,False,False
2013-11-13,332279.25,2013,11,2,False,False
2013-11-14,284567.4,2013,11,3,False,False
2013-11-15,349383.28,2013,11,4,False,True
2013-11-16,524065.6,2013,11,5,False,False
2013-11-17,579209.25,2013,11,6,False,False
2013-11-18,391945.56,2013,11,0,False,False
2013-11-19,329455.28,2013,11,1,False,False
2013-11-20,354337.72,2013,11,2,False,False
2013-11-21,298047.06,2013,11,3,False,False
2013-11-22,340734.22,2013,11,4,False,False
2013-11-23,485544.3,2013,11,5,False,False
2013-11-24,550925.3,2013,11,6,False,False
2013-11-25,365965.5,2013,11,0,False,False
2013-11-26,323292.84,2013,11,1,False,False
2013-11-27,337083.28,2013,11,2,False,False
2013-11-28,305982.97,2013,11,3,False,False
2013-11-29,357000.4,2013,11,4,False,False
2013-11-30,541977.7,2013,11,5,True,True
2013-12-01,698217.1,2013,12,6,False,False
2013-12-02,495488.38,2013,12,0,False,False
2013-12-03,424438.03,2013,12,1,False,False
2013-12-04,424147.03,2013,12,2,False,False
2013-12-05,386406.8,2013,12,3,False,False
2013-12-06,432661.75,2013,12,4,False,False
2013-12-07,537181.3,2013,12,5,False,False
2013-12-08,588855.9,2013,12,6,False,False
2013-12-09,442309.3,2013,12,0,False,False
2013-12-10,414421.7,2013,12,1,False,False
2013-12-11,422957.2,2013,12,2,False,False
2013-12-12,384256.1,2013,12,3,False,False
2013-12-13,434657.0,2013,12,4,False,False
2013-12-14,554911.94,2013,12,5,False,False
2013-12-15,642015.75,2013,12,6,False,True
2013-12-16,516060.28,2013,12,0,False,False
2013-12-17,480470.72,2013,12,1,False,False
2013-12-18,527481.3,2013,12,2,False,False
2013-12-19,507461.03,2013,12,3,False,False
2013-12-20,544104.25,2013,12,4,False,False
2013-12-21,685673.06,2013,12,5,False,False
2013-12-22,696295.1,2013,12,6,False,False
2013-12-23,792865.3,2013,12,0,False,False
2013-12-24,620663.3,2013,12,1,False,False
2013-12-26,470731.16,2013,12,3,False,False
2013-12-27,479314.97,2013,12,4,False,False
2013-12-28,556952.3,2013,12,5,False,False
2013-12-29,499719.5,2013,12,6,False,False
2013-12-30,635134.75,2013,12,0,False,False
2013-12-31,507264.66,2013,12,1,True,True
2014-01-01,8602.065,2014,1,2,False,False
2014-01-02,801011.25,2014,1,3,False,False
2014-01-03,680672.9,2014,1,4,False,False
2014-01-04,936628.9,2014,1,5,False,False
2014-01-05,949618.8,2014,1,6,False,False
2014-01-06,602268.56,2014,1,0,False,False
2014-01-07,563450.6,2014,1,1,False,False
2014-01-08,636176.9,2014,1,2,False,False
2014-01-09,496377.94,2014,1,3,False,False
2014-01-10,543055.3,2014,1,4,False,False
2014-01-11,787321.44,2014,1,5,False,False
2014-01-12,844633.6,2014,1,6,False,False
2014-01-13,555547.0,2014,1,0,False,False
2014-01-14,502643.1,2014,1,1,False,False
2014-01-15,567067.5,2014,1,2,False,True
2014-01-16,502789.22,2014,1,3,False,False
2014-01-17,542937.94,2014,1,4,False,False
2014-01-18,786779.9,2014,1,5,False,False
2014-01-19,851735.3,2014,1,6,False,False
2014-01-20,575850.06,2014,1,0,False,False
2014-01-21,538817.2,2014,1,1,False,False
2014-01-22,553097.6,2014,1,2,False,False
2014-01-23,460789.03,2014,1,3,False,False
2014-01-24,526124.56,2014,1,4,False,False
2014-01-25,733881.0,2014,1,5,False,False
2014-01-26,814057.75,2014,1,6,False,False
2014-01-27,540798.8,2014,1,0,False,False
2014-01-28,481593.44,2014,1,1,False,False
2014-01-29,512854.0,2014,1,2,False,False
2014-01-30,453642.97,2014,1,3,False,False
2014-01-31,560816.2,2014,1,4,True,True
2014-02-01,648870.2,2014,2,5,False,False
2014-02-02,619805.56,2014,2,6,False,False
2014-02-03,461637.53,2014,2,0,False,False
2014-02-04,403189.6,2014,2,1,False,False
2014-02-05,399138.3,2014,2,2,False,False
2014-02-06,359139.1,2014,2,3,False,False
2014-02-07,389471.56,2014,2,4,False,False
2014-02-08,530128.06,2014,2,5,False,False
2014-02-09,520753.75,2014,2,6,False,False
2014-02-10,396622.75,2014,2,0,False,False
2014-02-11,358382.72,2014,2,1,False,False
2014-02-12,387758.4,2014,2,2,False,False
2014-02-13,347373.3,2014,2,3,False,False
2014-02-14,361206.4,2014,2,4,False,False
2014-02-15,538893.4,2014,2,5,False,True
2014-02-16,595300.25,2014,2,6,False,False
2014-02-17,412029.28,2014,2,0,False,False
2014-02-18,365331.25,2014,2,1,False,False
2014-02-19,360161.62,2014,2,2,False,False
2014-02-20,322451.9,2014,2,3,False,False
2014-02-21,369403.66,2014,2,4,False,False
2014-02-22,538206.06,2014,2,5,False,False
2014-02-23,487896.47,2014,2,6,False,False
2014-02-24,404224.2,2014,2,0,False,False
2014-02-25,351418.12,2014,2,1,False,False
2014-02-26,353604.28,2014,2,2,False,False
2014-02-27,330330.2,2014,2,3,False,False
2014-02-28,425624.78,2014,2,4,True,True
2014-03-01,911360.25,2014,3,5,False,False
2014-03-02,667413.06,2014,3,6,False,False
2014-03-03,613973.0,2014,3,0,False,False
2014-03-04,748930.9,2014,3,1,False,False
2014-03-05,741756.44,2014,3,2,False,False
2014-03-06,614082.44,2014,3,3,False,False
2014-03-07,598242.3,2014,3,4,False,False
2014-03-08,753345.25,2014,3,5,False,False
2014-03-09,916117.6,2014,3,6,False,False
2014-03-10,587414.8,2014,3,0,False,False
2014-03-11,539365.4,2014,3,1,False,False
2014-03-12,575676.8,2014,3,2,False,False
2014-03-13,473298.03,2014,3,3,False,False
2014-03-14,530515.25,2014,3,4,False,False
2014-03-15,731049.8,2014,3,5,False,True
2014-03-16,929808.5,2014,3,6,False,False
2014-03-17,612719.5,2014,3,0,False,False
2014-03-18,537427.9,2014,3,1,False,False
2014-03-19,585974.7,2014,3,2,False,False
2014-03-20,500897.12,2014,3,3,False,False
2014-03-21,548811.5,2014,3,4,False,False
2014-03-22,771704.94,2014,3,5,False,False
2014-03-23,838814.6,2014,3,6,False,False
2014-03-24,571762.06,2014,3,0,False,False
2014-03-25,539861.6,2014,3,1,False,False
2014-03-26,569680.56,2014,3,2,False,False
2014-03-27,468581.4,2014,3,3,False,False
2014-03-28,538905.8,2014,3,4,False,False
2014-03-29,822333.1,2014,3,5,False,False
2014-03-30,873958.8,2014,3,6,False,False
2014-03-31,651800.5,2014,3,0,True,True
2014-04-01,485079.88,2014,4,1,False,False
2014-04-02,463917.3,2014,4,2,False,False
2014-04-03,388867.97,2014,4,3,False,False
2014-04-04,422578.75,2014,4,4,False,False
2014-04-05,617680.2,2014,4,5,False,False
2014-04-06,631888.25,2014,4,6,False,False
2014-04-07,426091.1,2014,4,0,False,False
2014-04-08,376663.28,2014,4,1,False,False
2014-04-09,375309.1,2014,4,2,False,False
2014-04-10,334052.75,2014,4,3,False,False
2014-04-11,379646.84,2014,4,4,False,False
2014-04-12,529919.94,2014,4,5,False,False
2014-04-13,540190.3,2014,4,6,False,False
2014-04-14,381386.3,2014,4,0,False,False
2014-04-15,364689.06,2014,4,1,False,True
2014-04-16,411357.1,2014,4,2,False,False
2014-04-17,397464.84,2014,4,3,False,False
2014-04-18,394392.2,2014,4,4,False,False
2014-04-19,496904.75,2014,4,5,False,False
2014-04-20,520126.4,2014,4,6,False,False
2014-04-21,398677.4,2014,4,0,False,False
2014-04-22,370552.25,2014,4,1,False,False
2014-04-23,372232.6,2014,4,2,False,False
2014-04-24,320875.47,2014,4,3,False,False
2014-04-25,357173.72,2014,4,4,False,False
2014-04-26,497334.75,2014,4,5,False,False
2014-04-27,560508.44,2014,4,6,False,False
2014-04-28,362271.9,2014,4,0,False,False
2014-04-29,326338.34,2014,4,1,False,False
2014-04-30,357079.97,2014,4,2,True,True
2014-05-01,530380.9,2014,5,3,False,False
2014-05-02,443284.9,2014,5,4,False,False
2014-05-03,610391.75,2014,5,5,False,False
2014-05-04,646164.9,2014,5,6,False,False
2014-05-05,427601.72,2014,5,0,False,False
2014-05-06,388945.88,2014,5,1,False,False
2014-05-07,391932.2,2014,5,2,False,False
2014-05-08,337483.72,2014,5,3,False,False
2014-05-09,381335.2,2014,5,4,False,False
2014-05-10,577012.0,2014,5,5,False,False
2014-05-11,454512.94,2014,5,6,False,False
2014-05-12,398251.88,2014,5,0,False,False
2014-05-13,360734.53,2014,5,1,False,False
2014-05-14,356373.8,2014,5,2,False,False
2014-05-15,332272.84,2014,5,3,False,True
2014-05-16,380822.75,2014,5,4,False,False
2014-05-17,537873.94,2014,5,5,False,False
2014-05-18,634519.75,2014,5,6,False,False
2014-05-19,388814.75,2014,5,0,False,False
2014-05-20,354372.34,2014,5,1,False,False
2014-05-21,356898.47,2014,5,2,False,False
2014-05-22,310660.16,2014,5,3,False,False
2014-05-23,349549.9,2014,5,4,False,False
2014-05-24,516627.25,2014,5,5,False,False
2014-05-25,573412.2,2014,5,6,False,False
2014-05-26,373831.1,2014,5,0,False,False
2014-05-27,327642.16,2014,5,1,False,False
2014-05-28,338481.78,2014,5,2,False,False
2014-05-29,326624.56,2014,5,3,False,False
2014-05-30,375782.62,2014,5,4,False,False
2014-05-31,597192.44,2014,5,5,True,True
2014-06-01,742732.8,2014,6,6,False,False
2014-06-02,512725.78,2014,6,0,False,False
2014-06-03,443636.2,2014,6,1,False,False
2014-06-04,423284.5,2014,6,2,False,False
2014-06-05,359474.5,2014,6,3,False,False
2014-06-06,391266.12,2014,6,4,False,False
2014-06-07,557142.44,2014,6,5,False,False
2014-06-08,626026.94,2014,6,6,False,False
2014-06-09,415798.94,2014,6,0,False,False
2014-06-10,351689.44,2014,6,1,False,False
2014-06-11,373828.16,2014,6,2,False,False
2014-06-12,329408.06,2014,6,3,False,False
2014-06-13,392308.38,2014,6,4,False,False
2014-06-14,622073.0,2014,6,5,False,False
2014-06-15,441279.94,2014,6,6,False,True
2014-06-16,447450.25,2014,6,0,False,False
2014-06-17,380396.03,2014,6,1,False,False
2014-06-18,373408.66,2014,6,2,False,False
2014-06-19,332280.94,2014,6,3,False,False
2014-06-20,369206.78,2014,6,4,False,False
2014-06-21,538613.9,2014,6,5,False,False
2014-06-22,591184.1,2014,6,6,False,False
2014-06-23,414929.62,2014,6,0,False,False
2014-06-24,340464.75,2014,6,1,False,False
2014-06-25,355342.4,2014,6,2,False,False
2014-06-26,315798.2,2014,6,3,False,False
2014-06-27,370793.56,2014,6,4,False,False
2014-06-28,510870.8,2014,6,5,False,False
2014-06-29,567218.9,2014,6,6,False,False
2014-06-30,429324.06,2014,6,0,True,True
2014-07-01,720480.6,2014,7,1,False,False
2014-07-02,747430.1,2014,7,2,False,False
2014-07-03,583844.75,2014,7,3,False,False
2014-07-04,595424.3,2014,7,4,False,False
2014-07-05,817307.1,2014,7,5,False,False
2014-07-06,918276.6,2014,7,6,False,False
2014-07-07,638526.44,2014,7,0,False,False
2014-07-08,557291.5,2014,7,1,False,False
2014-07-09,574451.44,2014,7,2,False,False
2014-07-10,498047.56,2014,7,3,False,False
2014-07-11,535644.2,2014,7,4,False,False
2014-07-12,756698.75,2014,7,5,False,False
2014-07-13,733653.75,2014,7,6,False,False
2014-07-14,584867.1,2014,7,0,False,False
2014-07-15,562860.0,2014,7,1,False,True
2014-07-16,621336.5,2014,7,2,False,False
2014-07-17,498221.72,2014,7,3,False,False
2014-07-18,547619.06,2014,7,4,False,False
2014-07-19,728988.25,2014,7,5,False,False
